"RANKING","PAIS","EDAT","TORNEJOS","TITOLS","GUANYS_IND","WIN","LOSE","ATP","GUANYSNORM","GUANYSDISC"
890,"FRA",23,13,0,3941,0,0,"NOATP",-0.619,"BAIX"
891,"ESP",28,16,0,3456,0,0,"NOATP",-0.636,"BAIX"
891,"RUS",21,16,0,4379,0,0,"NOATP",-0.603,"BAIX"
893,"USA",23,18,0,5220,0,0,"NOATP",-0.573,"BAIX"
893,"TPE",19,18,0,4495,0,0,"NOATP",-0.599,"BAIX"
895,"FRA",22,20,0,4325,0,0,"NOATP",-0.605,"BAIX"
896,"NED",23,21,0,5550,0,0,"NOATP",-0.562,"BAIX"
897,"AUS",20,25,0,7683,0,0,"NOATP",-0.486,"BAIX"
898,"TUN",22,7,0,3480,0,0,"NOATP",-0.635,"BAIX"
899,"USA",18,10,0,53049,0,1,"ATP",1.122,"MIG-BAIX"
900,"FRA",26,11,0,2378,0,0,"NOATP",-0.674,"BAIX"
901,"USA",22,12,0,3801,0,0,"NOATP",-0.624,"BAIX"
902,"BRA",30,13,0,2433,0,0,"NOATP",-0.672,"BAIX"
903,"ROU",21,14,0,4778,0,0,"NOATP",-0.589,"BAIX"
904,"ARG",23,19,0,3540,0,0,"NOATP",-0.633,"BAIX"
905,"GER",21,20,0,5361,0,0,"NOATP",-0.568,"BAIX"
906,"JPN",31,20,0,4403,0,0,"NOATP",-0.602,"BAIX"
907,"HUN",26,22,0,4772,0,0,"NOATP",-0.589,"BAIX"
908,"POR",20,22,0,4991,0,0,"NOATP",-0.581,"BAIX"
909,"USA",24,22,0,5466,0,0,"NOATP",-0.565,"BAIX"
910,"AUS",23,23,0,6634,0,0,"NOATP",-0.523,"BAIX"
911,"POL",21,25,0,6784,0,0,"NOATP",-0.518,"BAIX"
912,"IND",30,4,0,13313,0,1,"ATP",-0.286,"BAIX"
913,"SVK",23,4,0,1011,0,0,"NOATP",-0.722,"BAIX"
914,"KOR",25,5,0,2178,0,0,"NOATP",-0.681,"BAIX"
915,"USA",19,7,0,4143,0,0,"NOATP",-0.611,"BAIX"
916,"USA",22,7,0,4220,0,0,"NOATP",-0.609,"BAIX"
917,"EGY",22,9,0,2928,0,0,"NOATP",-0.655,"BAIX"
918,"ISR",17,9,0,3452,0,2,"ATP",-0.636,"BAIX"
919,"RUS",26,9,0,2545,0,0,"NOATP",-0.668,"BAIX"
920,"NED",28,9,0,2042,0,0,"NOATP",-0.686,"BAIX"
921,"LAT",25,10,0,2230,0,2,"ATP",-0.679,"BAIX"
922,"GBR",23,11,0,3233,0,0,"NOATP",-0.644,"BAIX"
923,"GUA",24,13,0,2352,2,0,"ATP",-0.675,"BAIX"
924,"ESP",23,15,0,2250,0,0,"NOATP",-0.679,"BAIX"
925,"EGY",31,16,0,3799,0,0,"NOATP",-0.624,"BAIX"
926,"RUS",23,16,0,4529,0,0,"NOATP",-0.598,"BAIX"
927,"FRA",20,21,0,4028,0,0,"NOATP",-0.616,"BAIX"
928,"ISR",22,26,0,5064,0,0,"NOATP",-0.579,"BAIX"
929,"FRA",27,29,0,5202,0,0,"NOATP",-0.574,"BAIX"
930,"FRA",29,4,0,1764,0,0,"NOATP",-0.696,"BAIX"
931,"FRA",20,5,0,2384,0,0,"NOATP",-0.674,"BAIX"
932,"USA",23,6,0,3203,0,0,"NOATP",-0.645,"BAIX"
933,"ITA",20,7,0,2272,0,0,"NOATP",-0.678,"BAIX"
934,"FRA",32,8,0,3252,0,0,"NOATP",-0.643,"BAIX"
935,"AUS",27,10,0,3207,0,0,"NOATP",-0.645,"BAIX"
936,"IRL",17,10,0,3419,0,0,"NOATP",-0.637,"BAIX"
937,"USA",19,10,0,5165,0,0,"NOATP",-0.575,"BAIX"
938,"PER",22,11,0,2400,0,0,"NOATP",-0.673,"BAIX"
939,"FRA",20,12,0,3588,0,0,"NOATP",-0.631,"BAIX"
940,"BLR",30,14,0,5398,0,0,"NOATP",-0.567,"BAIX"
941,"KOR",19,14,0,4656,0,0,"NOATP",-0.593,"BAIX"
942,"CZE",19,16,0,3497,0,0,"NOATP",-0.634,"BAIX"
943,"AUS",27,17,0,5904,0,0,"NOATP",-0.549,"BAIX"
944,"ITA",22,18,0,3520,0,0,"NOATP",-0.634,"BAIX"
945,"USA",25,20,0,3837,0,0,"NOATP",-0.622,"BAIX"
946,"CAN",25,20,0,6663,0,0,"NOATP",-0.522,"BAIX"
947,"ESP",24,20,0,5442,0,0,"NOATP",-0.565,"BAIX"
948,"SUI",20,22,0,4461,0,0,"NOATP",-0.6,"BAIX"
949,"USA",25,23,0,5370,0,0,"NOATP",-0.568,"BAIX"
950,"BRA",28,25,0,4432,0,0,"NOATP",-0.601,"BAIX"
951,"CRO",24,1,0,10410,0,1,"ATP",-0.389,"BAIX"
952,"ESP",25,7,0,2598,0,0,"NOATP",-0.666,"BAIX"
953,"DEN",26,7,0,2551,1,2,"ATP",-0.668,"BAIX"
954,"SWE",18,8,0,4766,0,0,"NOATP",-0.589,"BAIX"
955,"GBR",21,9,0,2977,0,0,"NOATP",-0.653,"BAIX"
956,"RUS",21,11,0,2880,0,0,"NOATP",-0.656,"BAIX"
957,"UKR",20,11,0,3451,0,0,"NOATP",-0.636,"BAIX"
958,"ITA",21,12,0,2164,0,0,"NOATP",-0.682,"BAIX"
958,"EST",19,12,0,3344,1,0,"ATP",-0.64,"BAIX"
960,"GER",25,12,0,3408,0,0,"NOATP",-0.638,"BAIX"
961,"BUL",21,14,0,3153,0,0,"NOATP",-0.647,"BAIX"
962,"USA",21,14,0,4054,0,0,"NOATP",-0.615,"BAIX"
963,"ESP",35,14,0,3534,0,0,"NOATP",-0.633,"BAIX"
964,"USA",24,15,0,3638,0,0,"NOATP",-0.629,"BAIX"
965,"BRA",19,15,0,4214,0,0,"NOATP",-0.609,"BAIX"
966,"ARG",23,17,0,2564,0,0,"NOATP",-0.667,"BAIX"
967,"HKG",19,17,0,2688,1,1,"ATP",-0.663,"BAIX"
968,"ROU",29,19,0,4480,0,0,"NOATP",-0.6,"BAIX"
969,"ESP",23,21,0,3984,0,0,"NOATP",-0.617,"BAIX"
970,"RUS",21,23,0,5036,0,0,"NOATP",-0.58,"BAIX"
971,"GER",26,26,0,5538,0,0,"NOATP",-0.562,"BAIX"
972,"GBR",21,2,0,1530,0,0,"NOATP",-0.704,"BAIX"
972,"JPN",41,2,0,1530,0,0,"NOATP",-0.704,"BAIX"
974,"ITA",21,3,0,0,0,0,"NOATP",-0.758,"BAIX"
975,"USA",21,5,0,2500,0,0,"NOATP",-0.67,"BAIX"
976,"USA",22,5,0,2765,0,0,"NOATP",-0.66,"BAIX"
977,"KOR",23,5,0,1605,0,0,"NOATP",-0.701,"BAIX"
978,"UZB",19,7,0,4083,0,0,"NOATP",-0.614,"BAIX"
979,"SRB",27,9,0,2066,0,0,"NOATP",-0.685,"BAIX"
980,"USA",20,10,0,3090,0,0,"NOATP",-0.649,"BAIX"
981,"GRE",22,12,0,2558,0,0,"NOATP",-0.668,"BAIX"
982,"BEL",22,13,0,3735,0,0,"NOATP",-0.626,"BAIX"
982,"TPE",18,13,0,4009,0,0,"NOATP",-0.616,"BAIX"
982,"CRO",26,13,0,4013,0,0,"NOATP",-0.616,"BAIX"
985,"ARG",20,13,0,2253,0,0,"NOATP",-0.678,"BAIX"
986,"CZE",20,13,0,3082,0,0,"NOATP",-0.649,"BAIX"
987,"AUT",22,14,0,2202,0,0,"NOATP",-0.68,"BAIX"
988,"SUI",22,14,0,3130,0,0,"NOATP",-0.647,"BAIX"
989,"AUS",24,15,0,4418,0,0,"NOATP",-0.602,"BAIX"
990,"NED",27,15,0,3532,0,0,"NOATP",-0.633,"BAIX"
991,"ITA",21,17,0,3722,0,0,"NOATP",-0.626,"BAIX"
992,"ITA",19,18,0,4596,0,0,"NOATP",-0.595,"BAIX"
993,"BRA",25,18,0,3122,0,0,"NOATP",-0.648,"BAIX"
994,"AUT",27,19,0,3941,0,0,"NOATP",-0.619,"BAIX"
995,"NED",21,19,0,2976,0,0,"NOATP",-0.653,"BAIX"
995,"GEO",24,19,0,3588,1,3,"ATP",-0.631,"BAIX"
997,"SUI",23,20,0,2698,0,0,"NOATP",-0.663,"BAIX"
998,"URU",23,23,0,4125,0,0,"NOATP",-0.612,"BAIX"
999,"GBR",21,23,0,4254,0,0,"NOATP",-0.608,"BAIX"
1000,"POL",21,23,0,3498,0,0,"NOATP",-0.634,"BAIX"
